"pli0093_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Taeglich","2014","Sachsen","Westdeutschland","","","",""
"Taeglich","2014","Sachsen","Ostdeutschland","","","",""
"Taeglich","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Taeglich","2014","Thueringen","Westdeutschland","","","",""
"Taeglich","2014","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Hamburg","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Bremen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Hessen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Bayern","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Berlin","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Berlin","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Hamburg","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Bremen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Hessen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Bayern","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Berlin","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Berlin","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Thueringen","Ostdeutschland","","","",""
"Seltener","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2014","Hamburg","Westdeutschland","","","",""
"Seltener","2014","Hamburg","Ostdeutschland","","","",""
"Seltener","2014","Niedersachsen","Westdeutschland","","","",""
"Seltener","2014","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2014","Bremen","Westdeutschland","","","",""
"Seltener","2014","Bremen","Ostdeutschland","","","",""
"Seltener","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2014","Hessen","Westdeutschland","","","",""
"Seltener","2014","Hessen","Ostdeutschland","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2014","Bayern","Westdeutschland","","","",""
"Seltener","2014","Bayern","Ostdeutschland","","","",""
"Seltener","2014","Saarland","Westdeutschland","","","",""
"Seltener","2014","Saarland","Ostdeutschland","","","",""
"Seltener","2014","Berlin","Westdeutschland","","","",""
"Seltener","2014","Berlin","Ostdeutschland","","","",""
"Seltener","2014","Brandenburg","Westdeutschland","","","",""
"Seltener","2014","Brandenburg","Ostdeutschland","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2014","Sachsen","Westdeutschland","","","",""
"Seltener","2014","Sachsen","Ostdeutschland","","","",""
"Seltener","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2014","Thueringen","Westdeutschland","","","",""
"Seltener","2014","Thueringen","Ostdeutschland","","","",""
"Nie","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Nie","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2014","Hamburg","Westdeutschland","","","",""
"Nie","2014","Hamburg","Ostdeutschland","","","",""
"Nie","2014","Niedersachsen","Westdeutschland","","","",""
"Nie","2014","Niedersachsen","Ostdeutschland","","","",""
"Nie","2014","Bremen","Westdeutschland","","","",""
"Nie","2014","Bremen","Ostdeutschland","","","",""
"Nie","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nie","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2014","Hessen","Westdeutschland","","","",""
"Nie","2014","Hessen","Ostdeutschland","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nie","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2014","Bayern","Westdeutschland","","","",""
"Nie","2014","Bayern","Ostdeutschland","","","",""
"Nie","2014","Saarland","Westdeutschland","","","",""
"Nie","2014","Saarland","Ostdeutschland","","","",""
"Nie","2014","Berlin","Westdeutschland","","","",""
"Nie","2014","Berlin","Ostdeutschland","","","",""
"Nie","2014","Brandenburg","Westdeutschland","","","",""
"Nie","2014","Brandenburg","Ostdeutschland","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nie","2014","Sachsen","Westdeutschland","","","",""
"Nie","2014","Sachsen","Ostdeutschland","","","",""
"Nie","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nie","2014","Thueringen","Westdeutschland","","","",""
"Nie","2014","Thueringen","Ostdeutschland","","","",""
"Taeglich","2015","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2015","Hamburg","Westdeutschland","","","",""
"Taeglich","2015","Hamburg","Ostdeutschland","","","",""
"Taeglich","2015","Niedersachsen","Westdeutschland","","","",""
"Taeglich","2015","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2015","Bremen","Westdeutschland","","","",""
"Taeglich","2015","Bremen","Ostdeutschland","","","",""
"Taeglich","2015","Nordrhein-Westfalen","Westdeutschland","","","",""
"Taeglich","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2015","Hessen","Westdeutschland","","","",""
"Taeglich","2015","Hessen","Ostdeutschland","","","",""
"Taeglich","2015","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Taeglich","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2015","Baden-Wuerttemberg","Westdeutschland","","","",""
"Taeglich","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2015","Bayern","Westdeutschland","","","",""
"Taeglich","2015","Bayern","Ostdeutschland","","","",""
"Taeglich","2015","Saarland","Westdeutschland","","","",""
"Taeglich","2015","Saarland","Ostdeutschland","","","",""
"Taeglich","2015","Berlin","Westdeutschland","","","",""
"Taeglich","2015","Berlin","Ostdeutschland","","","",""
"Taeglich","2015","Brandenburg","Westdeutschland","","","",""
"Taeglich","2015","Brandenburg","Ostdeutschland","","","",""
"Taeglich","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2015","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Taeglich","2015","Sachsen","Westdeutschland","","","",""
"Taeglich","2015","Sachsen","Ostdeutschland","","","",""
"Taeglich","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2015","Sachsen-Anhalt","Ostdeutschland","","","",""
"Taeglich","2015","Thueringen","Westdeutschland","","","",""
"Taeglich","2015","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Schleswig-Holstein","Westdeutschland","97","0.121858330934309","0.100427131447753","0.143289530420864"
"Min 1x pro Woche","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Hamburg","Westdeutschland","76","0.150148527527132","0.117575422649262","0.182721632405002"
"Min 1x pro Woche","2015","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Niedersachsen","Westdeutschland","317","0.118332069767609","0.105928463275022","0.130735676260196"
"Min 1x pro Woche","2015","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Bremen","Westdeutschland","26","","",""
"Min 1x pro Woche","2015","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Nordrhein-Westfalen","Westdeutschland","645","0.116404650365305","0.107975505464883","0.124833795265727"
"Min 1x pro Woche","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Hessen","Westdeutschland","252","","",""
"Min 1x pro Woche","2015","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Rheinland-Pfalz,Saarland","Westdeutschland","190","","",""
"Min 1x pro Woche","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Baden-Wuerttemberg","Westdeutschland","466","0.159799386654259","0.147109765023385","0.172489008285133"
"Min 1x pro Woche","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Bayern","Westdeutschland","559","0.110135230394649","0.100838520170377","0.119431940618921"
"Min 1x pro Woche","2015","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Berlin","Westdeutschland","104","","",""
"Min 1x pro Woche","2015","Berlin","Ostdeutschland","63","0.176350298957518","0.140576569433968","0.212124028481068"
"Min 1x pro Woche","2015","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Brandenburg","Ostdeutschland","89","0.102715620730133","0.0839369634579533","0.121494278002312"
"Min 1x pro Woche","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Mecklenburg-Vorpommern","Ostdeutschland","61","0.105189165245617","0.0796188167662506","0.130759513724983"
"Min 1x pro Woche","2015","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Sachsen","Ostdeutschland","187","","",""
"Min 1x pro Woche","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Sachsen-Anhalt","Ostdeutschland","85","0.0868208302595792","0.0683428018991764","0.105298858619982"
"Min 1x pro Woche","2015","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Thueringen","Ostdeutschland","89","0.100381322658823","0.0814799143143282","0.119282731003319"
"Min 1x pro Monat","2015","Schleswig-Holstein","Westdeutschland","47","0.0550358350725711","0.0400952700019617","0.0699764001431806"
"Min 1x pro Monat","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Hamburg","Westdeutschland","39","0.0464028349861889","0.0272213672259102","0.0655843027464677"
"Min 1x pro Monat","2015","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Niedersachsen","Westdeutschland","175","","",""
"Min 1x pro Monat","2015","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Bremen","Westdeutschland","12","","",""
"Min 1x pro Monat","2015","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Nordrhein-Westfalen","Westdeutschland","364","0.0649507390246484","0.0584736340221088","0.071427844027188"
"Min 1x pro Monat","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Hessen","Westdeutschland","156","","",""
"Min 1x pro Monat","2015","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","Westdeutschland","90","0.0549004942002251","0.0437461580051862","0.0660548303952641"
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Baden-Wuerttemberg","Westdeutschland","297","","",""
"Min 1x pro Monat","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Bayern","Westdeutschland","393","0.0883848186904186","0.0799553778382775","0.0968142595425597"
"Min 1x pro Monat","2015","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Berlin","Westdeutschland","53","0.102323611930947","0.0770864194182107","0.127560804443684"
"Min 1x pro Monat","2015","Berlin","Ostdeutschland","36","0.084321130749404","0.0582389047666155","0.110403356732192"
"Min 1x pro Monat","2015","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Brandenburg","Ostdeutschland","66","0.0487385546619803","0.0354196808209499","0.0620574285030108"
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","Ostdeutschland","35","0.0704746739063472","0.0491426198042351","0.0918067280084592"
"Min 1x pro Monat","2015","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Sachsen","Ostdeutschland","113","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","Ostdeutschland","54","0.064892085918075","0.0487264647412348","0.0810577070949152"
"Min 1x pro Monat","2015","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Thueringen","Ostdeutschland","65","0.0657681148991707","0.0501771312597008","0.0813590985386406"
"Seltener","2015","Schleswig-Holstein","Westdeutschland","187","","",""
"Seltener","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2015","Hamburg","Westdeutschland","113","","",""
"Seltener","2015","Hamburg","Ostdeutschland","","","",""
"Seltener","2015","Niedersachsen","Westdeutschland","630","0.22483229611531","0.20880089759715","0.240863694633469"
"Seltener","2015","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2015","Bremen","Westdeutschland","40","0.273489846012907","0.20960192802096","0.337377764004854"
"Seltener","2015","Bremen","Ostdeutschland","","","",""
"Seltener","2015","Nordrhein-Westfalen","Westdeutschland","1172","","",""
"Seltener","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2015","Hessen","Westdeutschland","445","0.233647048888679","0.214519305647517","0.252774792129841"
"Seltener","2015","Hessen","Ostdeutschland","","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","Westdeutschland","371","0.22609391169128","0.205610353469452","0.246577469913108"
